Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,academic location dur,activity dur,app usage,bluetooth colocations,conversation dur,darkness dur,deadlines,dow,doy,end_day,end_time,interval,location changes,location variance,phone lock dur,picture_idx,resp_time,running dur,sms,start_day,start_time,uid,walking dur
0,0.0,0,1,0,0.0,0,17326.0,3336.0,548,91,21146.0,15379.0,0,6,97,97,2013-04-07 06:33:13,"(Timestamp('2013-04-06 18:33:13'), Timestamp('2013-04-07 06:33:13'), 96, 97)",30.0,-11.662250281248213,5824.0,1,2013-04-07 00:33:13,36.0,19,96,2013-04-06 18:33:13,u02,3307.0
0,0.0,0,1,0,0.0,0,3881.0,2908.0,489,21,13776.0,27818.0,0,6,97,97,2013-04-07 10:00:32,"(Timestamp('2013-04-06 22:00:32'), Timestamp('2013-04-07 10:00:32'), 96, 97)",6.0,-12.932662338253598,17296.0,2,2013-04-07 04:00:32,36.0,18,96,2013-04-06 22:00:32,u02,2879.0
0,0.0,0,1,0,0.0,0,19405.0,2964.0,577,265,12211.0,0.0,0,6,97,98,2013-04-08 03:38:56,"(Timestamp('2013-04-07 15:38:56'), Timestamp('2013-04-08 03:38:56'), 97, 98)",28.0,-12.29959667640298,0.0,1,2013-04-07 21:38:56,0.0,49,97,2013-04-07 15:38:56,u02,2964.0
0,0.0,0,0,0,1.0,0,0.0,191.0,249,22,222.0,34199.0,0,1,99,99,2013-04-09 12:30:17,"(Timestamp('2013-04-09 00:30:17'), Timestamp('2013-04-09 12:30:17'), 99, 99)",0.0,-18.03212405869054,33024.0,1,2013-04-09 06:30:17,0.0,12,99,2013-04-09 00:30:17,u02,191.0
0,0.0,0,0,0,1.0,0,0.0,191.0,200,22,222.0,39926.0,0,1,99,99,2013-04-09 14:07:39,"(Timestamp('2013-04-09 02:07:39'), Timestamp('2013-04-09 14:07:39'), 99, 99)",0.0,-18.082239550126445,38645.0,2,2013-04-09 08:07:39,0.0,12,99,2013-04-09 02:07:39,u02,191.0
0,0.0,0,0,0,1.0,0,43009.0,4245.0,273,46,18977.0,15509.0,0,1,99,99,2013-04-09 23:00:14,"(Timestamp('2013-04-09 11:00:14'), Timestamp('2013-04-09 23:00:14'), 99, 99)",62.0,-11.059514138285778,27703.0,4,2013-04-09 17:00:14,0.0,16,99,2013-04-09 11:00:14,u02,4245.0
0,0.0,0,0,0,1.0,0,47433.0,2156.0,316,121,19331.0,30609.0,1,1,106,106,2013-04-16 06:52:12,"(Timestamp('2013-04-15 18:52:12'), Timestamp('2013-04-16 06:52:12'), 105, 106)",28.0,-11.216771544641938,26004.0,3,2013-04-16 00:52:12,13.0,12,105,2013-04-15 18:52:12,u02,2156.0
0,0.0,0,0,0,1.0,0,31298.0,1222.0,261,39,14956.0,35877.0,1,1,106,106,2013-04-16 10:17:58,"(Timestamp('2013-04-15 22:17:58'), Timestamp('2013-04-16 10:17:58'), 105, 106)",17.0,-12.049366675925874,18056.0,3,2013-04-16 04:17:58,0.0,12,105,2013-04-15 22:17:58,u02,1222.0
0,0.0,0,0,0,1.0,0,0.0,5.0,233,30,9412.0,35633.0,1,1,106,106,2013-04-16 12:00:09,"(Timestamp('2013-04-16 00:00:09'), Timestamp('2013-04-16 12:00:09'), 106, 106)",0.0,-19.383890536692554,11714.0,1,2013-04-16 06:00:09,0.0,12,106,2013-04-16 00:00:09,u02,5.0
0,0.0,0,0,0,1.0,0,76220.0,4506.0,408,137,24336.0,8905.0,1,1,106,107,2013-04-17 02:02:10,"(Timestamp('2013-04-16 14:02:10'), Timestamp('2013-04-17 02:02:10'), 106, 107)",64.0,-11.343269420432945,16119.0,3,2013-04-16 20:02:10,26.0,52,106,2013-04-16 14:02:10,u02,4506.0
0,0.0,0,0,0,1.0,0,3984.0,943.0,215,24,6870.0,38895.0,1,1,106,106,2013-04-16 15:16:55,"(Timestamp('2013-04-16 03:16:55'), Timestamp('2013-04-16 15:16:55'), 106, 106)",13.0,-12.039080640260357,12008.0,4,2013-04-16 09:16:55,0.0,12,106,2013-04-16 03:16:55,u02,943.0
0,0.0,0,0,0,0.0,1,44974.0,1655.0,442,59,13152.0,0.0,0,2,100,100,2013-04-10 09:00:26,"(Timestamp('2013-04-09 21:00:26'), Timestamp('2013-04-10 09:00:26'), 99, 100)",13.0,-11.751831184720526,36143.0,2,2013-04-10 03:00:26,0.0,13,99,2013-04-09 21:00:26,u02,1655.0
0,0.0,0,0,0,0.0,1,61763.0,4885.0,486,102,20201.0,18107.0,0,2,100,101,2013-04-11 02:16:25,"(Timestamp('2013-04-10 14:16:25'), Timestamp('2013-04-11 02:16:25'), 100, 101)",85.0,-11.058239057007485,21838.0,3,2013-04-10 20:16:25,0.0,18,100,2013-04-10 14:16:25,u02,4885.0
0,0.0,0,0,0,0.0,1,2340.0,1506.0,492,37,3453.0,4143.0,0,2,100,100,2013-04-10 15:42:16,"(Timestamp('2013-04-10 03:42:16'), Timestamp('2013-04-10 15:42:16'), 100, 100)",30.0,-11.851071803703043,31596.0,2,2013-04-10 09:42:16,0.0,18,100,2013-04-10 03:42:16,u02,1506.0
0,0.0,0,0,0,0.0,1,47453.0,4882.0,493,90,18020.0,17673.0,0,2,100,100,2013-04-10 23:49:30,"(Timestamp('2013-04-10 11:49:30'), Timestamp('2013-04-10 23:49:30'), 100, 100)",93.0,-11.072224053462133,21690.0,3,2013-04-10 17:49:30,0.0,18,100,2013-04-10 11:49:30,u02,4882.0
0,0.0,0,0,0,0.0,1,67930.0,3397.0,424,75,19567.0,21568.0,0,2,100,101,2013-04-11 04:33:42,"(Timestamp('2013-04-10 16:33:42'), Timestamp('2013-04-11 04:33:42'), 100, 101)",63.0,-11.051044089189165,23213.0,2,2013-04-10 22:33:42,0.0,13,100,2013-04-10 16:33:42,u02,3397.0
0,0.0,0,0,1,0.0,0,31467.0,4114.0,190,107,17958.0,5683.0,0,3,108,109,2013-04-19 00:01:17,"(Timestamp('2013-04-18 12:01:17'), Timestamp('2013-04-19 00:01:17'), 108, 109)",87.0,-11.128515164011747,3887.0,4,2013-04-18 18:01:17,8.0,33,108,2013-04-18 12:01:17,u02,4111.0
0,0.0,0,0,1,0.0,0,38550.0,3515.0,648,63,20467.0,22022.0,0,3,108,108,2013-04-18 06:01:42,"(Timestamp('2013-04-17 18:01:42'), Timestamp('2013-04-18 06:01:42'), 107, 108)",48.0,-11.032355439516445,16066.0,4,2013-04-18 00:01:42,47.0,20,107,2013-04-17 18:01:42,u02,3512.0
0,0.0,0,0,1,0.0,0,31575.0,4114.0,194,117,19066.0,4375.0,0,3,108,109,2013-04-19 00:23:05,"(Timestamp('2013-04-18 12:23:05'), Timestamp('2013-04-19 00:23:05'), 108, 109)",87.0,-11.175404579081793,3887.0,4,2013-04-18 18:23:05,8.0,33,108,2013-04-18 12:23:05,u02,4111.0
0,0.0,0,0,1,0.0,0,0.0,873.0,342,31,8979.0,39486.0,0,3,108,108,2013-04-18 12:02:45,"(Timestamp('2013-04-18 00:02:45'), Timestamp('2013-04-18 12:02:45'), 108, 108)",0.0,-20.66094263992347,6136.0,3,2013-04-18 06:02:45,11.0,20,108,2013-04-18 00:02:45,u02,870.0
0,0.0,0,0,1,0.0,0,44274.0,3001.0,512,53,17160.0,32260.0,0,3,108,108,2013-04-18 08:52:20,"(Timestamp('2013-04-17 20:52:20'), Timestamp('2013-04-18 08:52:20'), 107, 108)",27.0,-11.33283202376861,13158.0,2,2013-04-18 02:52:20,47.0,20,107,2013-04-17 20:52:20,u02,2998.0
0,0.0,0,0,1,0.0,0,43371.0,2494.0,444,38,13585.0,35252.0,0,3,108,108,2013-04-18 10:00:06,"(Timestamp('2013-04-17 22:00:06'), Timestamp('2013-04-18 10:00:06'), 107, 108)",20.0,-11.740863383828943,9261.0,3,2013-04-18 04:00:06,11.0,20,107,2013-04-17 22:00:06,u02,2491.0
0,0.0,0,0,1,0.0,0,42832.0,3515.0,563,66,20175.0,27737.0,0,3,108,108,2013-04-18 07:36:57,"(Timestamp('2013-04-17 19:36:57'), Timestamp('2013-04-18 07:36:57'), 107, 108)",41.0,-11.200415613990756,16066.0,2,2013-04-18 01:36:57,47.0,20,107,2013-04-17 19:36:57,u02,3512.0
0,0.0,0,0,1,0.0,0,0.0,435.0,272,14,9447.0,28368.0,0,3,101,101,2013-04-11 12:00:06,"(Timestamp('2013-04-11 00:00:06'), Timestamp('2013-04-11 12:00:06'), 101, 101)",0.0,-18.660106368078452,26902.0,1,2013-04-11 06:00:06,0.0,12,101,2013-04-11 00:00:06,u02,435.0
0,0.0,0,0,1,0.0,0,1023.0,3372.0,343,89,23044.0,9905.0,0,3,101,102,2013-04-12 04:00:37,"(Timestamp('2013-04-11 16:00:37'), Timestamp('2013-04-12 04:00:37'), 101, 102)",37.0,-11.174570713676959,6281.0,4,2013-04-11 22:00:37,24.0,35,101,2013-04-11 16:00:37,u02,3348.0
0,0.0,0,0,1,0.0,0,74021.0,3815.0,333,79,21655.0,9065.0,0,3,101,102,2013-04-12 02:00:05,"(Timestamp('2013-04-11 14:00:05'), Timestamp('2013-04-12 02:00:05'), 101, 102)",53.0,-11.160388308698456,6281.0,2,2013-04-11 20:00:05,0.0,47,101,2013-04-11 14:00:05,u02,3815.0
1,0.0,0,0,0,0.0,0,28946.0,6684.0,233,69,18521.0,6945.0,0,4,102,103,2013-04-13 04:20:44,"(Timestamp('2013-04-12 16:20:44'), Timestamp('2013-04-13 04:20:44'), 102, 103)",68.0,-6.563673442916207,0.0,2,2013-04-12 22:20:44,0.0,28,102,2013-04-12 16:20:44,u02,6684.0
1,0.0,0,0,0,0.0,0,7433.0,1684.0,350,51,18570.0,17232.0,0,4,102,102,2013-04-12 06:02:44,"(Timestamp('2013-04-11 18:02:44'), Timestamp('2013-04-12 06:02:44'), 101, 102)",15.0,-11.36002903506286,6281.0,3,2013-04-12 00:02:44,24.0,18,101,2013-04-11 18:02:44,u02,1660.0
1,0.0,0,0,0,0.0,0,0.0,27.0,404,38,1866.0,29624.0,0,4,102,102,2013-04-12 12:00:28,"(Timestamp('2013-04-12 00:00:28'), Timestamp('2013-04-12 12:00:28'), 102, 102)",0.0,-18.358457776446667,20557.0,3,2013-04-12 06:00:28,24.0,15,102,2013-04-12 00:00:28,u02,3.0
1,0.0,0,0,0,0.0,0,26010.0,7997.0,227,168,14729.0,6507.0,0,4,102,103,2013-04-13 02:05:33,"(Timestamp('2013-04-12 14:05:33'), Timestamp('2013-04-13 02:05:33'), 102, 103)",94.0,-6.555395264230247,0.0,2,2013-04-12 20:05:33,0.0,28,102,2013-04-12 14:05:33,u02,7997.0
0,0.0,1,0,0,0.0,0,23571.0,3445.0,438,45,15792.0,7699.0,0,5,103,104,2013-04-14 02:09:41,"(Timestamp('2013-04-13 14:09:41'), Timestamp('2013-04-14 02:09:41'), 103, 104)",40.0,-10.446241984257394,1482.0,2,2013-04-13 20:09:41,0.0,47,103,2013-04-13 14:09:41,u02,3445.0
0,0.0,1,0,0,0.0,0,0.0,406.0,289,15,11503.0,6945.0,0,5,103,103,2013-04-13 12:12:57,"(Timestamp('2013-04-13 00:12:57'), Timestamp('2013-04-13 12:12:57'), 103, 103)",0.0,-18.587163891008778,27977.0,1,2013-04-13 06:12:57,0.0,11,103,2013-04-13 00:12:57,u02,406.0
0,0.0,1,0,0,0.0,0,12332.0,3445.0,432,36,14744.0,0.0,0,5,103,103,2013-04-13 23:02:22,"(Timestamp('2013-04-13 11:02:22'), Timestamp('2013-04-13 23:02:22'), 103, 103)",40.0,-10.449290326049777,11034.0,3,2013-04-13 17:02:22,0.0,45,103,2013-04-13 11:02:22,u02,3445.0
0,0.0,1,0,0,0.0,0,31284.0,2918.0,418,42,16414.0,10152.0,0,5,103,104,2013-04-14 04:18:14,"(Timestamp('2013-04-13 16:18:14'), Timestamp('2013-04-14 04:18:14'), 103, 104)",35.0,-10.422467690614967,0.0,2,2013-04-13 22:18:14,0.0,41,103,2013-04-13 16:18:14,u02,2918.0
0,0.0,0,1,0,0.0,0,37542.0,2167.0,390,35,13018.0,13378.0,0,6,104,104,2013-04-14 06:02:32,"(Timestamp('2013-04-13 18:02:32'), Timestamp('2013-04-14 06:02:32'), 103, 104)",18.0,-10.658075575506064,0.0,2,2013-04-14 00:02:32,0.0,37,103,2013-04-13 18:02:32,u02,2167.0
0,0.0,0,1,0,0.0,0,56532.0,2563.0,272,108,19823.0,17399.0,0,6,104,105,2013-04-15 04:40:46,"(Timestamp('2013-04-14 16:40:46'), Timestamp('2013-04-15 04:40:46'), 104, 105)",40.0,-11.690315291532185,10803.0,2,2013-04-14 22:40:46,0.0,13,104,2013-04-14 16:40:46,u02,2563.0
0,0.0,0,1,0,0.0,0,0.0,199.0,218,27,4034.0,34064.0,0,6,104,104,2013-04-14 12:28:32,"(Timestamp('2013-04-14 00:28:32'), Timestamp('2013-04-14 12:28:32'), 104, 104)",0.0,-19.12609545351089,20679.0,3,2013-04-14 06:28:32,0.0,12,104,2013-04-14 00:28:32,u02,199.0
0,0.0,0,1,0,0.0,0,48236.0,3010.0,300,114,22143.0,12913.0,0,6,104,105,2013-04-15 02:22:30,"(Timestamp('2013-04-14 14:22:30'), Timestamp('2013-04-15 02:22:30'), 104, 105)",44.0,-11.666760428472962,8270.0,2,2013-04-14 20:22:30,0.0,25,104,2013-04-14 14:22:30,u02,3010.0
0,1.0,0,0,0,0.0,0,0.0,228.0,155,53,3270.0,36617.0,1,0,105,105,2013-04-15 12:01:15,"(Timestamp('2013-04-15 00:01:15'), Timestamp('2013-04-15 12:01:15'), 105, 105)",0.0,-21.17294982355248,3612.0,3,2013-04-15 06:01:15,0.0,12,105,2013-04-15 00:01:15,u02,228.0
0,1.0,0,0,0,0.0,0,53142.0,4292.0,290,251,21034.0,19367.0,1,0,105,106,2013-04-16 00:13:58,"(Timestamp('2013-04-15 12:13:58'), Timestamp('2013-04-16 00:13:58'), 105, 106)",84.0,-11.156175624953953,14058.0,3,2013-04-15 18:13:58,21.0,12,105,2013-04-15 12:13:58,u02,4292.0
0,1.0,0,0,0,0.0,0,60525.0,4297.0,342,256,21236.0,14150.0,1,0,105,106,2013-04-16 02:13:11,"(Timestamp('2013-04-15 14:13:11'), Timestamp('2013-04-16 02:13:11'), 105, 106)",56.0,-11.14150050652646,14986.0,2,2013-04-15 20:13:11,21.0,12,105,2013-04-15 14:13:11,u02,4297.0
0,0.0,0,0,0,0.0,1,5369.0,2618.0,496,135,25488.0,12852.0,0,2,107,107,2013-04-17 06:08:49,"(Timestamp('2013-04-16 18:08:49'), Timestamp('2013-04-17 06:08:49'), 106, 107)",41.0,-11.283161404711993,10764.0,2,2013-04-17 00:08:49,26.0,66,106,2013-04-16 18:08:49,u02,2618.0
0,0.0,0,0,0,0.0,1,46830.0,977.0,630,16,5445.0,35308.0,0,2,107,107,2013-04-17 14:04:47,"(Timestamp('2013-04-17 02:04:47'), Timestamp('2013-04-17 14:04:47'), 107, 107)",32.0,-13.239809180165942,14946.0,2,2013-04-17 08:04:47,0.0,26,107,2013-04-17 02:04:47,u02,977.0
0,0.0,0,0,0,0.0,1,50463.0,4232.0,669,143,22285.0,11382.0,0,2,107,107,2013-04-17 23:24:43,"(Timestamp('2013-04-17 11:24:43'), Timestamp('2013-04-17 23:24:43'), 107, 107)",122.0,-11.132723994027437,17115.0,4,2013-04-17 17:24:43,42.0,13,107,2013-04-17 11:24:43,u02,4216.0
0,0.0,0,0,0,0.0,1,50463.0,5392.0,683,155,26473.0,8035.0,0,2,107,108,2013-04-18 02:02:22,"(Timestamp('2013-04-17 14:02:22'), Timestamp('2013-04-18 02:02:22'), 107, 108)",100.0,-11.077468802276323,9930.0,2,2013-04-17 20:02:22,42.0,21,107,2013-04-17 14:02:22,u02,5376.0
1,0.0,0,0,0,0.0,0,39770.0,1851.0,216,154,26745.0,0.0,0,4,109,109,2013-04-19 06:00:14,"(Timestamp('2013-04-18 18:00:14'), Timestamp('2013-04-19 06:00:14'), 108, 109)",22.0,-11.673518340116003,0.0,2,2013-04-19 00:00:14,0.0,33,108,2013-04-18 18:00:14,u02,1851.0
1,0.0,0,0,0,0.0,0,38240.0,1012.0,212,126,19434.0,0.0,0,4,109,109,2013-04-19 08:29:50,"(Timestamp('2013-04-18 20:29:50'), Timestamp('2013-04-19 08:29:50'), 108, 109)",15.0,-11.553029037368848,0.0,4,2013-04-19 02:29:50,0.0,15,108,2013-04-18 20:29:50,u02,1012.0
1,0.0,0,0,0,0.0,0,33209.0,486.0,222,123,16375.0,0.0,0,4,109,109,2013-04-19 10:00:27,"(Timestamp('2013-04-18 22:00:27'), Timestamp('2013-04-19 10:00:27'), 108, 109)",11.0,-11.615533952682124,0.0,3,2013-04-19 04:00:27,0.0,11,108,2013-04-18 22:00:27,u02,486.0
1,0.0,0,0,0,0.0,0,75701.0,3572.0,386,130,17829.0,0.0,0,4,109,110,2013-04-20 01:13:12,"(Timestamp('2013-04-19 13:13:12'), Timestamp('2013-04-20 01:13:12'), 109, 110)",100.0,-11.12865908208715,5211.0,2,2013-04-19 19:13:12,0.0,21,109,2013-04-19 13:13:12,u02,3572.0
1,0.0,0,0,0,0.0,0,55590.0,1386.0,446,19,19035.0,0.0,0,4,109,110,2013-04-20 05:23:23,"(Timestamp('2013-04-19 17:23:23'), Timestamp('2013-04-20 05:23:23'), 109, 110)",36.0,-11.485864794650073,8808.0,3,2013-04-19 23:23:23,186.0,21,109,2013-04-19 17:23:23,u02,1200.0
1,0.0,0,0,0,0.0,0,41034.0,486.0,233,84,11310.0,0.0,0,4,109,109,2013-04-19 12:31:54,"(Timestamp('2013-04-19 00:31:54'), Timestamp('2013-04-19 12:31:54'), 109, 109)",11.0,-12.082630190581638,0.0,3,2013-04-19 06:31:54,0.0,12,109,2013-04-19 00:31:54,u02,486.0
0,0.0,0,1,0,0.0,0,0.0,1066.0,569,37,5577.0,0.0,0,6,111,111,2013-04-21 12:06:56,"(Timestamp('2013-04-21 00:06:56'), Timestamp('2013-04-21 12:06:56'), 111, 111)",0.0,-20.855703234059245,25002.0,3,2013-04-21 06:06:56,0.0,12,111,2013-04-21 00:06:56,u02,1066.0
0,0.0,0,1,0,0.0,0,0.0,3102.0,564,38,9752.0,7893.0,0,6,111,111,2013-04-21 10:20:39,"(Timestamp('2013-04-20 22:20:39'), Timestamp('2013-04-21 10:20:39'), 110, 111)",9.0,-13.221118151378278,18625.0,3,2013-04-21 04:20:39,11.0,12,110,2013-04-20 22:20:39,u02,3102.0
0,0.0,0,1,0,0.0,0,2342.0,4607.0,557,64,10257.0,7893.0,0,6,111,111,2013-04-21 08:00:09,"(Timestamp('2013-04-20 20:00:09'), Timestamp('2013-04-21 08:00:09'), 110, 111)",17.0,-12.04427778050392,10195.0,3,2013-04-21 02:00:09,1221.0,15,110,2013-04-20 20:00:09,u02,4607.0
0,0.0,0,1,0,0.0,0,16463.0,3121.0,459,149,21344.0,0.0,0,6,111,112,2013-04-22 01:29:54,"(Timestamp('2013-04-21 13:29:54'), Timestamp('2013-04-22 01:29:54'), 111, 112)",37.0,-11.553791783182891,0.0,3,2013-04-21 19:29:54,0.0,34,111,2013-04-21 13:29:54,u02,3121.0
0,0.0,0,1,0,0.0,0,18473.0,3609.0,457,151,23180.0,0.0,0,6,111,112,2013-04-22 02:04:11,"(Timestamp('2013-04-21 14:04:11'), Timestamp('2013-04-22 02:04:11'), 111, 112)",43.0,-11.58426622812685,0.0,4,2013-04-21 20:04:11,0.0,34,111,2013-04-21 14:04:11,u02,3609.0
0,0.0,1,0,0,0.0,0,4516.0,4069.0,493,95,12810.0,467.0,0,5,110,110,2013-04-20 23:52:37,"(Timestamp('2013-04-20 11:52:37'), Timestamp('2013-04-20 23:52:37'), 110, 110)",29.0,-11.647726125747052,11461.0,4,2013-04-20 17:52:37,1221.0,30,110,2013-04-20 11:52:37,u02,4069.0
0,0.0,1,0,0,0.0,0,0.0,0.0,407,28,6277.0,0.0,0,5,110,110,2013-04-20 15:48:14,"(Timestamp('2013-04-20 03:48:14'), Timestamp('2013-04-20 15:48:14'), 110, 110)",0.0,-18.871383031849287,33057.0,4,2013-04-20 09:48:14,0.0,13,110,2013-04-20 03:48:14,u02,0.0
1,0.0,0,0,0,0.0,0,37889.0,2900.0,269,107,7817.0,5493.0,0,4,116,117,2013-04-27 04:43:20,"(Timestamp('2013-04-26 16:43:20'), Timestamp('2013-04-27 04:43:20'), 116, 117)",47.0,-11.684463742280284,10880.0,2,2013-04-26 22:43:20,0.0,34,116,2013-04-26 16:43:20,u02,2900.0
1,0.0,0,0,0,0.0,0,3475.0,237.0,188,8,0.0,25984.0,0,4,116,116,2013-04-26 12:08:32,"(Timestamp('2013-04-26 00:08:32'), Timestamp('2013-04-26 12:08:32'), 116, 116)",1.0,-12.451938183891839,4316.0,1,2013-04-26 06:08:32,0.0,12,116,2013-04-26 00:08:32,u02,237.0
1,0.0,0,0,0,0.0,0,27105.0,754.0,270,5,0.0,23382.0,0,4,116,116,2013-04-26 10:17:42,"(Timestamp('2013-04-25 22:17:42'), Timestamp('2013-04-26 10:17:42'), 115, 116)",14.0,-11.671548306764503,11438.0,2,2013-04-26 04:17:42,0.0,12,115,2013-04-25 22:17:42,u02,754.0
1,0.0,0,0,0,0.0,0,17946.0,4335.0,211,185,7943.0,7690.0,0,4,116,116,2013-04-26 23:14:18,"(Timestamp('2013-04-26 11:14:18'), Timestamp('2013-04-26 23:14:18'), 116, 116)",67.0,-11.376772087099322,5522.0,1,2013-04-26 17:14:18,31.0,36,116,2013-04-26 11:14:18,u02,4335.0
1,0.0,0,0,0,0.0,0,25463.0,5041.0,252,186,8140.0,5493.0,0,4,116,117,2013-04-27 01:15:24,"(Timestamp('2013-04-26 13:15:24'), Timestamp('2013-04-27 01:15:24'), 116, 117)",76.0,-11.399691312821686,8689.0,1,2013-04-26 19:15:24,31.0,35,116,2013-04-26 13:15:24,u02,5041.0
1,0.0,0,0,0,0.0,0,20075.0,5041.0,224,185,8140.0,5812.0,0,4,116,116,2013-04-26 23:45:36,"(Timestamp('2013-04-26 11:45:36'), Timestamp('2013-04-26 23:45:36'), 116, 116)",76.0,-11.400378754309871,5522.0,1,2013-04-26 17:45:36,31.0,35,116,2013-04-26 11:45:36,u02,5041.0
0,0.0,0,0,1,0.0,0,11716.0,2838.0,640,0,1271.0,4609.0,0,3,115,116,2013-04-26 02:03:23,"(Timestamp('2013-04-25 14:03:23'), Timestamp('2013-04-26 02:03:23'), 115, 116)",81.0,-11.39913424632486,14458.0,3,2013-04-25 20:03:23,235.0,18,115,2013-04-25 14:03:23,u02,2828.0
0,0.0,0,0,1,0.0,0,42221.0,2468.0,431,35,24810.0,26752.0,0,3,115,115,2013-04-25 07:28:33,"(Timestamp('2013-04-24 19:28:33'), Timestamp('2013-04-25 07:28:33'), 114, 115)",37.0,-11.483171725689886,14511.0,2,2013-04-25 01:28:33,305.0,12,114,2013-04-24 19:28:33,u02,2381.0
0,0.0,0,0,1,0.0,0,48188.0,1184.0,449,9,20690.0,33295.0,0,3,115,115,2013-04-25 09:17:36,"(Timestamp('2013-04-24 21:17:36'), Timestamp('2013-04-25 09:17:36'), 114, 115)",11.0,-11.60480026849887,14511.0,3,2013-04-25 03:17:36,0.0,11,114,2013-04-24 21:17:36,u02,1184.0
0,0.0,0,0,1,0.0,0,53859.0,1184.0,473,0,11783.0,35628.0,0,3,115,115,2013-04-25 12:09:17,"(Timestamp('2013-04-25 00:09:17'), Timestamp('2013-04-25 12:09:17'), 115, 115)",11.0,-12.25716906876582,0.0,2,2013-04-25 06:09:17,0.0,12,115,2013-04-25 00:09:17,u02,1184.0
0,0.0,0,0,1,0.0,0,53219.0,1184.0,473,0,12183.0,41891.0,0,3,115,115,2013-04-25 11:58:37,"(Timestamp('2013-04-24 23:58:37'), Timestamp('2013-04-25 11:58:37'), 114, 115)",11.0,-12.25716906876582,7193.0,3,2013-04-25 05:58:37,0.0,12,114,2013-04-24 23:58:37,u02,1184.0
0,0.0,0,0,1,0.0,0,25865.0,2274.0,555,0,0.0,4609.0,0,3,115,116,2013-04-26 04:00:08,"(Timestamp('2013-04-25 16:00:08'), Timestamp('2013-04-26 04:00:08'), 115, 116)",48.0,-11.385187389519333,14458.0,3,2013-04-25 22:00:08,232.0,18,115,2013-04-25 16:00:08,u02,2264.0
0,0.0,0,0,1,0.0,0,85138.0,3324.0,600,0,1715.0,4609.0,0,3,115,116,2013-04-26 00:15:14,"(Timestamp('2013-04-25 12:15:14'), Timestamp('2013-04-26 00:15:14'), 115, 116)",106.0,-11.112878441565188,14321.0,4,2013-04-25 18:15:14,235.0,19,115,2013-04-25 12:15:14,u02,3314.0
0,1.0,0,0,0,0.0,0,32696.0,2179.0,506,156,18062.0,9394.0,1,0,112,112,2013-04-22 06:01:14,"(Timestamp('2013-04-21 18:01:14'), Timestamp('2013-04-22 06:01:14'), 111, 112)",31.0,-11.533260061364848,0.0,3,2013-04-22 00:01:14,0.0,28,111,2013-04-21 18:01:14,u02,2179.0
0,1.0,0,0,0,0.0,0,38851.0,522.0,560,78,6234.0,30982.0,1,0,112,112,2013-04-22 12:18:12,"(Timestamp('2013-04-22 00:18:12'), Timestamp('2013-04-22 12:18:12'), 112, 112)",6.0,-12.6926237622775,0.0,2,2013-04-22 06:18:12,0.0,12,112,2013-04-22 00:18:12,u02,522.0
0,1.0,0,0,0,0.0,0,55805.0,4335.0,662,294,16913.0,0.0,1,0,112,113,2013-04-23 00:07:54,"(Timestamp('2013-04-22 12:07:54'), Timestamp('2013-04-23 00:07:54'), 112, 113)",89.0,-11.511600422076414,0.0,3,2013-04-22 18:07:54,5.0,21,112,2013-04-22 12:07:54,u02,4335.0
0,0.0,0,0,0,1.0,0,28931.0,1633.0,525,276,13457.0,25301.0,0,1,113,113,2013-04-23 10:12:09,"(Timestamp('2013-04-22 22:12:09'), Timestamp('2013-04-23 10:12:09'), 112, 113)",21.0,-11.677652170294538,16627.0,4,2013-04-23 04:12:09,0.0,11,112,2013-04-22 22:12:09,u02,1633.0
0,0.0,0,0,0,1.0,0,68976.0,3554.0,457,108,22581.0,11632.0,0,1,113,114,2013-04-24 00:00:03,"(Timestamp('2013-04-23 12:00:03'), Timestamp('2013-04-24 00:00:03'), 113, 114)",49.0,-11.051332924105388,16152.0,2,2013-04-23 18:00:03,0.0,15,113,2013-04-23 12:00:03,u02,3554.0
0,0.0,0,0,0,1.0,0,11304.0,4268.0,396,104,29352.0,12286.0,0,1,113,114,2013-04-24 02:42:38,"(Timestamp('2013-04-23 14:42:38'), Timestamp('2013-04-24 02:42:38'), 113, 114)",58.0,-11.045009015214713,11412.0,2,2013-04-23 20:42:38,0.0,13,113,2013-04-23 14:42:38,u02,4268.0
0,0.0,0,0,0,1.0,0,30.0,902.0,495,187,9329.0,32546.0,0,1,113,113,2013-04-23 12:12:54,"(Timestamp('2013-04-23 00:12:54'), Timestamp('2013-04-23 12:12:54'), 113, 113)",17.0,-12.141161928954448,23872.0,2,2013-04-23 06:12:54,0.0,12,113,2013-04-23 00:12:54,u02,902.0
0,0.0,0,0,0,1.0,0,51527.0,3050.0,577,308,15826.0,11106.0,0,1,113,113,2013-04-23 06:15:34,"(Timestamp('2013-04-22 18:15:34'), Timestamp('2013-04-23 06:15:34'), 112, 113)",39.0,-11.56195328249135,2432.0,1,2013-04-23 00:15:34,5.0,18,112,2013-04-22 18:15:34,u02,3050.0
0,0.0,0,0,0,1.0,0,30.0,904.0,511,40,3597.0,35575.0,0,1,113,113,2013-04-23 14:01:01,"(Timestamp('2013-04-23 02:01:01'), Timestamp('2013-04-23 14:01:01'), 113, 113)",17.0,-17.51487497878845,27841.0,3,2013-04-23 08:01:01,0.0,12,113,2013-04-23 02:01:01,u02,904.0
